,115k,130k,132k,125k,140k,135k,105k,110k,152k,145k,150k,407k,495k,457k,492k,462k,500k,405k,485k,490k,387k,505k,480k,417k,442k,397k,365k,487k,402k,362k,422k,380k,382k,400k,510k,467k,515k,520k,147k,477k,482k,375k,390k,282k,370k,277k,357k,525k,272k,395k,280k,270k,392k,372k,255k,262k,245k,265k,257k,247k,252k,267k,232k,235k,242k,240k,250k,AVG
Business Ethics (Avg: 0.211),0.21,0.2,0.2,0.23,0.24,0.22,0.21,0.2,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.211044776119403
Miscellaneous (Avg: 0.205),0.21455938697318008,0.21455938697318008,0.2120051085568327,0.21328224776500637,0.20689655172413793,0.1979565772669221,0.20689655172413793,0.20434227330779056,0.20945083014048532,0.20178799489144317,0.20434227330779056,0.20306513409961685,0.20306513409961685,0.20178799489144317,0.20306513409961685,0.20689655172413793,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20306513409961685,0.20434227330779056,0.20434227330779056,0.20689655172413793,0.20306513409961685,0.20561941251596424,0.20434227330779056,0.20561941251596424,0.20434227330779056,0.20434227330779056,0.20178799489144317,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20306513409961685,0.20434227330779056,0.20306513409961685,0.20434227330779056,0.20561941251596424,0.20178799489144317,0.20434227330779056,0.20561941251596424,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20561941251596424,0.20434227330779056,0.20306513409961685,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20561941251596424,0.20434227330779056,0.2081736909323116,0.20561941251596424,0.20434227330779056,0.20306513409961685,0.20561941251596424,0.20491412668458478
Abstract Algebra (Avg: 0.205),0.23,0.19,0.19,0.17,0.17,0.18,0.2,0.18,0.16,0.18,0.17,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.16,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.20462686567164182
Marketing (Avg: 0.205),0.21794871794871795,0.25213675213675213,0.23931623931623933,0.24786324786324787,0.23504273504273504,0.23931623931623933,0.2264957264957265,0.21367521367521367,0.2222222222222222,0.25213675213675213,0.23931623931623933,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.20085470085470086,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.23931623931623933,0.20085470085470086,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.20512820512820512,0.20085470085470086,0.20455415231534632
Virology (Avg: 0.202),0.26506024096385544,0.2891566265060241,0.25301204819277107,0.25301204819277107,0.26506024096385544,0.24096385542168675,0.24096385542168675,0.21084337349397592,0.19879518072289157,0.21686746987951808,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.19879518072289157,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.19879518072289157,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.20481927710843373,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.21084337349397592,0.20481927710843373,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.20212192051789246
High School World History (Avg: 0.202),0.1940928270042194,0.18565400843881857,0.19831223628691982,0.189873417721519,0.189873417721519,0.20253164556962025,0.19831223628691982,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.2016499779583097
High School Computer Science (Avg: 0.193),0.22,0.23,0.21,0.2,0.21,0.19,0.18,0.19,0.19,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.22,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.21,0.19,0.2,0.19,0.19253731343283578
World Religions (Avg: 0.184),0.21637426900584794,0.22807017543859648,0.22807017543859648,0.22807017543859648,0.26900584795321636,0.2222222222222222,0.19883040935672514,0.1871345029239766,0.18128654970760233,0.21052631578947367,0.2046783625730994,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.1871345029239766,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.21052631578947367,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.18128654970760233,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.18128654970760233,0.18434145064152915
Computer Security (Avg: 0.183),0.18,0.17,0.17,0.16,0.17,0.22,0.17,0.19,0.17,0.2,0.18,0.17,0.18,0.19,0.19,0.18,0.18,0.17,0.19,0.18,0.17,0.18,0.2,0.18,0.17,0.2,0.18,0.19,0.17,0.17,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.19,0.16,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.2,0.17,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.19,0.2,0.19,0.2,0.2,0.18328358208955217
Global Facts (Avg: 0.173),0.13,0.13,0.15,0.12,0.13,0.13,0.16,0.16,0.14,0.16,0.13,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.15,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17283582089552232
Machine Learning (Avg: 0.168),0.25,0.21428571428571427,0.21428571428571427,0.19642857142857142,0.19642857142857142,0.1875,0.20535714285714285,0.17857142857142858,0.17857142857142858,0.1875,0.16964285714285715,0.16071428571428573,0.16071428571428573,0.17857142857142858,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16964285714285715,0.16071428571428573,0.16071428571428573,0.16964285714285715,0.16071428571428573,0.16964285714285715,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.17857142857142858,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.15178571428571427,0.16071428571428573,0.16764392324093821
International Law (Avg: 0.142),0.1652892561983471,0.1652892561983471,0.15702479338842976,0.14049586776859505,0.15702479338842976,0.15702479338842976,0.15702479338842976,0.1322314049586777,0.12396694214876033,0.1487603305785124,0.1322314049586777,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.1418527198717158
Human Aging (Avg: 0.119),0.2062780269058296,0.17937219730941703,0.17937219730941703,0.17488789237668162,0.16591928251121077,0.16591928251121077,0.1210762331838565,0.13004484304932734,0.15695067264573992,0.14349775784753363,0.16143497757847533,0.10762331838565023,0.10762331838565023,0.09417040358744394,0.10762331838565023,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.11210762331838565,0.11210762331838565,0.1031390134529148,0.09865470852017937,0.10762331838565023,0.11210762331838565,0.09865470852017937,0.11210762331838565,0.1031390134529148,0.10762331838565023,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.17488789237668162,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.11659192825112108,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.11659192825112108,0.10762331838565023,0.10762331838565023,0.11210762331838565,0.10762331838565023,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.11210762331838565,0.10762331838565023,0.11210762331838565,0.10762331838565023,0.11659192825112108,0.11659192825112108,0.11210762331838565,0.11210762331838565,0.11659192825112108,0.11853289605782744
